"","portal","processo","edital","cdo","orgao","id","link_repositorio_edital","tipo","orgao_sigla","descricao_do_objeto","entrega_de_proposta","abertura","situacao","data_abertura","data_entrega_proposta","base_final","final_url_edital","link_completo_para_editais"
"278","2","","0064/2022","4501","Secretaria de Estado da Educação - SED","00642022_4501","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=2&processo=&cdo=4501&edital=0064/2022","Convite(Serviços)","SED","CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERVIÇOS DE ENGENHARIA E ARQUITETURA PARA ELABORAÇÃO DOS PROJETOS EXECUTIVOS DE ARQUITETURA E ENGENHARIA DE REFORMA E REGULARIZAÇÃO OU AMPLIAÇÃO LOTE 01: EEB LUIZ DELFINO, LOCALIZADA EM SCHROEDER E LOTE 02: EEB OSVALDO CRUZ, LOCALIZADA EM RODEIO","09/03/2022 15:30:00","09/03/2022 16:00:00","AGUARDANDO ABERTURA DA HABILITAÇÃO","09/03/2022","09/03/2022",NA,"docsb.asp?orgao=SED&anexo=Edital-CV0064-22_compressed.pdf","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SED&anexo=Edital-CV0064-22_compressed.pdf"
"279","1","26945","0065/2022","1606","Polícia Militar do Estado de Santa Catarina - PM/SC","00652022_1606","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=26945&cdo=1606&edital=0065/2022","Pregão Eletrônico             (Serviços)","PMSC","Contratação de Hotel para realização de Curso de Formação de Educadores Ambientais do CPMA","26/02/2022 08:00:00","17/03/2022 15:30:00","HOMOLOGADO","17/03/2022","26/02/2022",NA,"docsb.asp?orgao=PMSC&anexo=26945-02-1.pdf","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=PMSC&anexo=26945-02-1.pdf"
"280","2","","0065/2022","4501","Secretaria de Estado da Educação - SED","00652022_4501","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=2&processo=&cdo=4501&edital=0065/2022","Tomada de Preços(Obras)","SED","Contratação  de  Empresa  Especializada em Obras de Engenharia para Reforma da EEB Bulcão Viana, localizada em Praia Grande.","24/03/2022 14:30:00","24/03/2022 15:00:00","AGUARDANDO ABERTURA DA HABILITAÇÃO","24/03/2022","24/03/2022",NA,"docsb.asp?orgao=SED&anexo=TP65.22.pdf","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SED&anexo=TP65.22.pdf"
"281","1","26919","0066/2022","1606","Polícia Militar do Estado de Santa Catarina - PM/SC","00662022_1606","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=26919&cdo=1606&edital=0066/2022","Pregão Eletrônico             (Compras)","PMSC","CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO DE GÊNEROS ALIMENTÍCIOS CESTA REDUZIDA 3°BPM E 2°BPMA","22/02/2022 08:00:00","14/03/2022 13:35:00","ANULADO","14/03/2022","22/02/2022",NA,"docsb.asp?orgao=PMSC&anexo=26919-02-1.pdf","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=PMSC&anexo=26919-02-1.pdf"
"282","1","26896","0067/2022","1606","Polícia Militar do Estado de Santa Catarina - PM/SC","00672022_1606","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=26896&cdo=1606&edital=0067/2022","Pregão Eletrônico             (Compras)","PMSC","Contratação de empresa especializada para fornecimento de gêneros alimentícios para policias militares lotados na 2ª CRPM (lages) e PMA da PMSC na espécie ""cestas reduzidas"".","19/02/2022 08:00:00","11/03/2022 15:30:00","ANULADO","11/03/2022","19/02/2022",NA,"docsb.asp?orgao=PMSC&anexo=26896-02-1.pdf","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=PMSC&anexo=26896-02-1.pdf"
"283","1","26657","0067/2022","4891","Secretaria de Estado da Saúde - SES","00672022_4891","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=26657&cdo=4891&edital=0067/2022","Pregão Eletrônico             (Compras)","SES","Aquisição de materiais de enfermaria e cirurgia para as Unidades da Secretaria de Estado da Saúde (SES).","31/01/2022 17:30:00","15/03/2022 13:30:00","EM SESSÃO PREGÃO","15/03/2022","31/01/2022",NA,"docsb.asp?orgao=SES&anexo=26657-02-1.doc","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SES&anexo=26657-02-1.doc"
"284","1","26946","0068/2022","1606","Polícia Militar do Estado de Santa Catarina - PM/SC","00682022_1606","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=26946&cdo=1606&edital=0068/2022","Pregão Eletrônico             (Compras)","PMSC","Contratação de empresa para fornecimento de gêneros alimentícios para atendimento de necessidades das Unidades da PMSC da 3ª CRPM e PMA na espécie ""Cestas Reduzidas""","26/02/2022 08:00:00","18/03/2022 09:30:00","ANULADO","18/03/2022","26/02/2022",NA,"docsb.asp?orgao=PMSC&anexo=26946-02-1.pdf","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=PMSC&anexo=26946-02-1.pdf"
"285","2","","0068/2022","4501","Secretaria de Estado da Educação - SED","00682022_4501","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=2&processo=&cdo=4501&edital=0068/2022","Convite(Serviços)","SED","CONTRATAÇÃO DE EMPRESA ESPECIALIZADA OBRAS DE ENGENHARIA PARA FORNECIMENTO E INSTALAÇÃO DE SISTEMA FOTOVOLTAICO DO COLÉGIO ESTADUAL LUIZ SANCHEZ BEZERRA DA TRINDADE, LOCALIZADA EM XAVANTINA SC","29/03/2022 16:00:00","29/03/2022 15:30:00","AGUARDANDO ABERTURA DA HABILITAÇÃO","29/03/2022","29/03/2022",NA,"docsb.asp?orgao=SED&anexo=Edital_CV0068-22.pdf","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SED&anexo=Edital_CV0068-22.pdf"
"286","2","","0069/2022","4501","Secretaria de Estado da Educação - SED","00692022_4501","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=2&processo=&cdo=4501&edital=0069/2022","Tomada de Preços(Obras)","SED","TP 69/22- Contratação de Empresa Especializada em Obras de Engenharia para Reforma do ginásio de esportes Pedro Ivo da EEB Jacinto Machado, localizada em Jacinto Machado.","08/04/2022 14:30:00","08/04/2022 15:00:00","AGUARDANDO ABERTURA DA HABILITAÇÃO","08/04/2022","08/04/2022",NA,"docsb.asp?orgao=SED&anexo=TP069.2022.docx","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SED&anexo=TP069.2022.docx"
"287","1","26655","0069/2022","4891","Secretaria de Estado da Saúde - SES","00692022_4891","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=26655&cdo=4891&edital=0069/2022","Pregão Eletrônico             (Compras)","SES","Aquisição de órteses, próteses e materiais especiais, com cedência de equipamentos em regime de comodato, para as Unidades da Secretaria de Estado da Saúde (SES).","31/01/2022 17:30:00","15/03/2022 09:30:00","EM SESSÃO PREGÃO","15/03/2022","31/01/2022",NA,"docsb.asp?orgao=SES&anexo=26655-02-1.doc","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SES&anexo=26655-02-1.doc"
"288","1","26922","0070/2022","1606","Polícia Militar do Estado de Santa Catarina - PM/SC","00702022_1606","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=26922&cdo=1606&edital=0070/2022","Pregão Eletrônico             (Compras)","PMSC","Contratação de empresa especializada para fornecimento de gêneros alimentícios para policias militares lotados na 4ª CRPM( Concórdia) e PMA da PMSC na espécie ""cestas reduzidas"".","24/02/2022 08:00:00","16/03/2022 11:00:00","ANULADO","16/03/2022","24/02/2022",NA,"docsb.asp?orgao=PMSC&anexo=26922-02-1.pdf","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=PMSC&anexo=26922-02-1.pdf"
"289","1","26911","0071/2022","1606","Polícia Militar do Estado de Santa Catarina - PM/SC","00712022_1606","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=26911&cdo=1606&edital=0071/2022","Pregão Eletrônico             (Compras)","PMSC","Contratação de empresa especializada para fornecimento de gêneros alimentícios para atendimento de necessidades das Unidades da PMSC da 4ª CRPM (XANXERÊ) na espécie ""Cestas Reduzidas""","23/02/2022 08:00:00","14/03/2022 09:30:00","ANULADO","14/03/2022","23/02/2022",NA,"docsb.asp?orgao=PMSC&anexo=26911-02-1.pdf","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=PMSC&anexo=26911-02-1.pdf"
"290","2","","0073/2022","4501","Secretaria de Estado da Educação - SED","00732022_4501","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=2&processo=&cdo=4501&edital=0073/2022","Convite(Serviços)","SED","contratação de empresa especializada em serviços de engenharia e arquitetura para elaboração dos projetos executivos de arquitetura e engenharia de reforma e regularização ou ampliação das edificações pertencentes à secretaria de estado da educação, lote 01: eeb maria madalena de moura ferro, localizada em jupiá e lote 02: eeb jordão bernardo da ro...","04/04/2022 14:30:00","04/04/2022 15:00:00","AGUARDANDO ABERTURA DA HABILITAÇÃO","04/04/2022","04/04/2022",NA,"docsb.asp?orgao=SED&anexo=Edital__CV0073-22_compressed.pdf","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SED&anexo=Edital__CV0073-22_compressed.pdf"
"291","1","26947","0074/2022","1606","Polícia Militar do Estado de Santa Catarina - PM/SC","00742022_1606","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=26947&cdo=1606&edital=0074/2022","Pregão Eletrônico             (Compras)","PMSC","contratação de empresa para fornecimento de gêneros alimentícios para
atendimento de necessidades das Unidades da PMSC da 6ª CRPM (CRICIÚMA) na espécie
""CestasReduzidas""","26/02/2022 08:00:00","21/03/2022 13:30:00","ANULADO","21/03/2022","26/02/2022",NA,"docsb.asp?orgao=PMSC&anexo=26947-02-1.pdf","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=PMSC&anexo=26947-02-1.pdf"
"292","1","26955","0075/2022","1606","Polícia Militar do Estado de Santa Catarina - PM/SC","00752022_1606","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=26955&cdo=1606&edital=0075/2022","Pregão Eletrônico             (Compras)","PMSC","CONTRATAÇÃO DE PARA FORNECIMENTO DE GÊNEROS ALIMENTÍCIOS CESTA REDUZIDA RIO DO SUL","26/02/2022 08:00:00","21/03/2022 15:35:00","ANULADO","21/03/2022","26/02/2022",NA,"docsb.asp?orgao=PMSC&anexo=26955-02-1.pdf","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=PMSC&anexo=26955-02-1.pdf"
"293","2","","0075/2022","4501","Secretaria de Estado da Educação - SED","00752022_4501","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=2&processo=&cdo=4501&edital=0075/2022","Convite(Serviços)","SED","CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERVIÇOS DE ENGENHARIA E ARQUITETURA PARA ELABORAÇÃO DOS PROJETOS EXECUTIVOS DE ARQUITETURA E ENGENHARIA DE REFORMA E REGULARIZAÇÃO OU AMPLIAÇÃO. 
LOTE 01: EEB DOM PEDRO II, LOCALIZADA EM CAIBI
LOTE 02: EEF PREFEITO ISIDORO GIACOMO SAVARIS, LOCALIZADA EM IPUMIRIM","04/04/2022 13:30:00","04/04/2022 14:00:00","AGUARDANDO ABERTURA DA HABILITAÇÃO","04/04/2022","04/04/2022",NA,"docsb.asp?orgao=SED&anexo=Edital_CV_0075-22_compressed.pdf","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SED&anexo=Edital_CV_0075-22_compressed.pdf"
"294","2","","0076/2022","4501","Secretaria de Estado da Educação - SED","00762022_4501","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=2&processo=&cdo=4501&edital=0076/2022","Convite(Serviços)","SED","CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERVIÇOS DE ENGENHARIA E ARQUITETURA PARA ELABORAÇÃO DOS PROJETOS EXECUTIVOS DE ARQUITETURA E ENGENHARIA DE REFORMA E REGULARIZAÇÃO OU AMPLIAÇÃO: LOTE 01: EEB PROFª OLIVIA BASTOS, LOCALIZADA EM TIJUCAS e LOTE 02: EEB MARIA DUARTE VASCONCELOS, LOCALIZADA EM SANGÃO.","05/04/2022 13:30:00","05/04/2022 14:00:00","AGUARDANDO ABERTURA DA HABILITAÇÃO","05/04/2022","05/04/2022",NA,"docsb.asp?orgao=SED&anexo=Edital_CV_0076-22_compressed.pdf","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SED&anexo=Edital_CV_0076-22_compressed.pdf"
"295","1","26961","0077/2022","1606","Polícia Militar do Estado de Santa Catarina - PM/SC","00772022_1606","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=26961&cdo=1606&edital=0077/2022","Pregão Eletrônico             (Compras)","PMSC","Contratação de empresa para  fornecimento de gêneros alimentícios para atendimento de necessidades das Unidades da PMSC da 9ª CRPM (DIONÍSIO CERQUEIRA) na espécie ""Cestas Reduzidas""","04/03/2022 08:00:00","23/03/2022 13:30:00","ANULADO","23/03/2022","04/03/2022",NA,"docsb.asp?orgao=PMSC&anexo=26961-02-1.pdf","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=PMSC&anexo=26961-02-1.pdf"
"296","1","26971","0078/2022","1606","Polícia Militar do Estado de Santa Catarina - PM/SC","00782022_1606","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=26971&cdo=1606&edital=0078/2022","Pregão Eletrônico             (Compras)","PMSC","CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO DE GÊNEROS ALIMENTÍCIOS CESTA REDUZIDA PARA 9°CRPM MARAVILHA","04/03/2022 08:00:00","21/03/2022 11:05:00","ANULADO","21/03/2022","04/03/2022",NA,"docsb.asp?orgao=PMSC&anexo=26971-02-1.pdf","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=PMSC&anexo=26971-02-1.pdf"
"297","1","26694","0078/2022","4891","Secretaria de Estado da Saúde - SES","00782022_4891","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=26694&cdo=4891&edital=0078/2022","Pregão Eletrônico","SES","Contratação de serviços de instalação de piso vinílico (material e mão de obra) para o Hospital Doutor Waldomiro Colautti (HDWC)","31/01/2022 17:30:00","10/03/2022 08:30:00","EM SESSÃO PREGÃO","10/03/2022","31/01/2022",NA,"docsb.asp?orgao=SES&anexo=26694-02-1.doc","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SES&anexo=26694-02-1.doc"
"298","1","26931","0080/2022","1606","Polícia Militar do Estado de Santa Catarina - PM/SC","00802022_1606","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=26931&cdo=1606&edital=0080/2022","Pregão Eletrônico             (Compras)","PMSC","Contratação de empresa especializada para fornecimento de gêneros alimentícios para atendimento de necessidade das Unidades da PMSC da 12ª CRPM na espécie ""cestas reduzidas"".","25/02/2022 08:00:00","18/03/2022 15:30:00","ANULADO","18/03/2022","25/02/2022",NA,"docsb.asp?orgao=PMSC&anexo=26931-02-1.pdf","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=PMSC&anexo=26931-02-1.pdf"
"299","1","26677","0082/2022","4891","Secretaria de Estado da Saúde - SES","00822022_4891","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=26677&cdo=4891&edital=0082/2022","Pregão Eletrônico             (Compras)","SES","Aquisição de medicamentos para atendimento de ordens judiciais para a Gerência de Bens Judiciais (GEJUD).","02/02/2022 17:30:00","17/03/2022 13:30:00","EM SESSÃO PREGÃO","17/03/2022","02/02/2022",NA,"docsb.asp?orgao=SES&anexo=26677-02-1.doc","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SES&anexo=26677-02-1.doc"
"300","1","26969","0084/2022","1606","Polícia Militar do Estado de Santa Catarina - PM/SC","00842022_1606","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=26969&cdo=1606&edital=0084/2022","Pregão Eletrônico             (Compras)","PMSC","Contratação de empresa para fornecimento de gêneros alimentícios para atendimento de necessidades das Unidades da PMSC da 10ª CRPM (Herval D ´Oeste) na espécie ""Cestas Reduzidas""","05/03/2022 08:00:00","23/03/2022 15:30:00","ANULADO","23/03/2022","05/03/2022",NA,"docsb.asp?orgao=PMSC&anexo=26969-02-1.pdf","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=PMSC&anexo=26969-02-1.pdf"
"301","1","26948","0085/2022","1606","Polícia Militar do Estado de Santa Catarina - PM/SC","00852022_1606","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=26948&cdo=1606&edital=0085/2022","Pregão Eletrônico             (Compras)","PMSC","CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO DE GÊNEROS ALIMENTÍCIOS CESTA REDUZIDA 8°CRPM TUBARÃO","04/03/2022 08:00:00","21/03/2022 09:35:00","ANULADO","21/03/2022","04/03/2022",NA,"docsb.asp?orgao=PMSC&anexo=26948-02-1.pdf","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=PMSC&anexo=26948-02-1.pdf"
"302","2","","0086/2022","4501","Secretaria de Estado da Educação - SED","00862022_4501","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=2&processo=&cdo=4501&edital=0086/2022","Convite(Serviços)","SED","CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERVIÇOS DE ENGENHARIA E ARQUITETURA PARA ELABORAÇÃO DOS PROJETOS EXECUTIVOS DE ARQUITETURA E ENGENHARIA DE REFORMA E REGULARIZAÇÃO OU AMPLIAÇÃO EEB TERESA MARTINS BRITO, LOCALIZADA EM CAPIVARI DE BAIXO, E EEB PROF CORALIA GEVAERD OLINNGER, LOCALIZADA EM PASSOS MAIA","05/04/2022 13:30:00","05/04/2022 14:00:00","AGUARDANDO ABERTURA DA HABILITAÇÃO","05/04/2022","05/04/2022",NA,"docsb.asp?orgao=SED&anexo=Edital_CV86-2022_compressed.pdf","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SED&anexo=Edital_CV86-2022_compressed.pdf"
"303","1","26693","0087/2022","4891","Secretaria de Estado da Saúde - SES","00872022_4891","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=26693&cdo=4891&edital=0087/2022","Pregão Eletrônico             (Compras)","SES","Aquisição de instrumentais cirúrgicos para o Hospital Governador Celso Ramos (HGCR)","07/02/2022 17:30:00","21/03/2022 08:30:00","EM SESSÃO PREGÃO","21/03/2022","07/02/2022",NA,"docsb.asp?orgao=SES&anexo=26693-02-1.doc","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SES&anexo=26693-02-1.doc"
"304","1","27078","0091/2022","1606","Polícia Militar do Estado de Santa Catarina - PM/SC","00912022_1606","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=27078&cdo=1606&edital=0091/2022","Pregão Eletrônico             (Compras)","PMSC","Contratação de empresa especializada para fornecimento de água para policiais militares lotados nas Unidades da PMSC.","25/03/2022 08:00:00","07/04/2022 13:30:00","AGUARDANDO ABERTURA SESSÃO PREGÃO","07/04/2022","25/03/2022",NA,"docsb.asp?orgao=PMSC&anexo=27078-02-1.pdf","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=PMSC&anexo=27078-02-1.pdf"
"305","1","26728","0092/2022","4891","Secretaria de Estado da Saúde - SES","00922022_4891","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=26728&cdo=4891&edital=0092/2022","Pregão Eletrônico             (Compras)","SES","Aquisição de mobiliário para a Diretoria de Logística (DLOG).","08/02/2022 17:30:00","02/03/2022 08:30:00","ANULADO","02/03/2022","08/02/2022",NA,"docsb.asp?orgao=SES&anexo=26728-02-1.doc","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SES&anexo=26728-02-1.doc"
"306","1","26962","0093/2022","1606","Polícia Militar do Estado de Santa Catarina - PM/SC","00932022_1606","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=26962&cdo=1606&edital=0093/2022","Pregão Eletrônico             (Compras)","PMSC","Aquisição de equipamentos de instrução ""AIRSOFT"" para o Batalhão de Operações Policiais Especiais","04/03/2022 08:00:00","22/03/2022 13:30:00","EM SESSÃO PREGÃO","22/03/2022","04/03/2022",NA,"docsb.asp?orgao=PMSC&anexo=26962-02-1.pdf","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=PMSC&anexo=26962-02-1.pdf"
